provider,country,asn,asn_org,ip_count,prefix_count,hosting_ip_count,exit_node_count,avg_confidence
NordVPN,GB,212238,CDNEXT,2708,293,2708,2708,95.0
WLVPN,US,62651,NETPROTECT-62651,1496,74,1496,1496,95.0
IPVanish,US,62651,NETPROTECT-62651,1495,74,1495,1495,95.0
NordVPN,RO,9009,M247,1167,227,1167,1167,95.0
NordVPN,PA,136787,PACKETHUBSA-AS-AP PacketHub S.A.,1153,99,1153,1153,95.0
NordVPN,GB,62240,CLOUVIDER Clouvider - Global ASN,1079,44,1079,1079,95.0
CyberGhost,GB,212238,CDNEXT,878,49,878,878,71.7
CyberGhost,RO,9009,M247,782,60,782,782,72.8
NordVPN,AU,147049,PACKETHUBSA-AS-AP PacketHub S.A.,650,30,650,650,95.0
NordVPN,GB,25369,BANDWIDTH-AS,590,46,590,590,95.0
WLVPN,GB,62240,CLOUVIDER Clouvider - Global ASN,581,19,581,581,95.0
IPVanish,GB,62240,CLOUVIDER Clouvider - Global ASN,580,19,580,580,95.0
Astrill,GB,62240,CLOUVIDER Clouvider - Global ASN,539,14,539,539,78.0
ProtonVPN,GB,212238,CDNEXT,510,150,510,510,95.0
NordVPN,GB,60068,CDN77 _,425,55,425,425,95.0
NordVPN,PA,141039,PACKETHUBSA-AS-AP PacketHub S.A.,383,19,383,383,95.0
NordVPN,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,368,23,368,368,95.0
NordVPN,PA,207137,PACKETHUBSA,343,22,343,343,95.0
AirVPN,RO,9009,M247,300,44,300,300,95.0
Astrill,US,174,COGENT-174,289,13,289,289,78.0
AirVPN,NL,49453,GLOBALLAYER,288,7,288,288,95.0
Windscribe,GB,212238,CDNEXT,284,60,284,284,95.0
IPVanish,US,140952,"STL-AS-AP Strong Technology, LLC",276,13,276,276,95.0
WLVPN,US,140952,"STL-AS-AP Strong Technology, LLC",276,13,276,276,95.0
Astrill,US,62904,AS62904 - Eonix Corporation,275,9,275,275,78.0
CyberGhost,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,268,16,268,268,71.9
Astrill,GB,212238,CDNEXT,256,1,256,256,80.0
ProtonVPN,RO,9009,M247,251,127,251,251,95.0
Njalla,RO,39287,ABSTRACT,241,16,241,241,80.0
Sentinel dVPN,US,36352,AS-COLOCROSSING,236,176,236,236,95.0
StrongVPN,US,22781,STRTEC,226,64,226,226,80.9
StrongVPN,US,62651,NETPROTECT-62651,199,49,199,199,84.0
Windscribe,RO,9009,M247,195,40,195,195,95.0
WLVPN,US,22781,STRTEC,176,8,176,176,95.0
CyberGhost,US,174,COGENT-174,168,19,168,168,71.3
IPVanish,US,22781,STRTEC,161,7,161,161,95.0
CyberGhost,GB,60068,CDN77 _,153,19,153,153,72.1
TunnelBear,RO,9009,M247,137,22,137,137,95.0
IPVanish,US,174,COGENT-174,134,5,134,134,95.0
WLVPN,US,174,COGENT-174,134,5,134,134,95.0
Mullvad,US,11878,TZULO,127,61,127,127,95.0
PureVPN,GB,212238,CDNEXT,127,54,127,127,88.0
CyberGhost,SE,42708,GLESYS glesys.com,125,8,125,125,72.0
WiTopia,RO,9009,M247,125,23,125,125,95.0
Mullvad,GB,212238,CDNEXT,114,44,114,114,95.0
AirVPN,US,11878,TZULO,112,17,112,112,95.0
AirVPN,CA,32489,AMANAHA-NEW,104,6,104,104,95.0
ExpressVPN,CY,206092,SECFIREWALLAS,104,29,104,104,70.0
NordVPN,US,396356,LATITUDE-SH,103,7,103,103,95.0
TunnelBear,US,21859,ZEN-ECN,101,25,101,101,95.0
Astrill,US,36352,AS-COLOCROSSING,96,39,96,96,78.1
Astrill,FR,16276,OVH,95,16,95,95,78.0
Mullvad,RO,9009,M247,93,50,93,93,95.0
PureVPN,RO,9009,M247,93,42,93,93,88.0
Privado,NL,34343,BIP-AS BIP Backbone ASN,89,12,89,89,95.0
Mullvad,SE,39351,ESAB-AS,88,20,88,88,95.0
ExpressVPN,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,87,35,87,87,69.7
Astrill,US,20473,AS-VULTR,84,3,84,84,78.0
Sentinel dVPN,DE,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.",84,81,84,84,95.0
Windscribe,US,11878,TZULO,84,14,84,84,95.0
IPVanish,US,46844,SHARKTECH,81,2,81,81,95.0
TunnelBear,US,14061,DIGITALOCEAN-ASN,81,77,81,81,95.0
WLVPN,US,46844,SHARKTECH,81,2,81,81,95.0
Private Internet Access,RO,9009,M247,80,29,80,80,95.0
Private Internet Access,US,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,72,36,72,72,95.0
NordVPN,BR,262287,Latitude.sh LTDA,70,8,70,70,95.0
OVPN,SE,42675,OBEHOSTING Obehosting AB,68,6,68,68,95.0
VPN Unlimited,US,20473,AS-VULTR,67,60,67,67,70.0
Astrill,US,36351,SOFTLAYER,63,12,63,63,78.1
IPVanish,US,54203,NETPROTECT-SP,63,2,63,63,95.0
WLVPN,US,54203,NETPROTECT-SP,63,2,63,63,95.0
Private Internet Access,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,60,21,60,60,95.0
IPVanish,US,36352,AS-COLOCROSSING,59,2,59,59,95.0
Private Internet Access,GB,212238,CDNEXT,59,25,59,59,95.0
WLVPN,US,36352,AS-COLOCROSSING,59,2,59,59,95.0
WorldVPN,DE,24940,HETZNER-AS,58,46,58,58,88.0
Astrill,US,6939,HURRICANE,54,13,54,54,78.0
Giganews,US,22363,PHMGMT-AS1,54,54,54,54,78.0
VyprVPN,US,22363,PHMGMT-AS1,54,54,54,54,95.0
NordVPN,IN,203020,HOSTROYALE,52,6,52,52,95.0
Anonine,RO,9009,M247,51,9,51,51,95.0
BoxPN,RO,9009,M247,51,9,51,51,95.0
EasyHideIP,RO,9009,M247,51,9,51,51,95.0
FrootVPN,RO,9009,M247,51,9,51,51,95.0
NordVPN,AU,136557,HOST-AS-AP Host Universal Pty Ltd,51,8,51,51,95.0
PureVPN,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,49,18,49,49,88.0
VPN Unlimited,US,14061,DIGITALOCEAN-ASN,49,34,49,49,70.0
IPVanish,GB,3223,VOXILITY,47,2,47,47,95.0
NordVPN,NL,49453,GLOBALLAYER,47,4,47,47,95.0
PureVPN,MY,132372,GBNETWORK-AS-AP GB Network Solutions Sdn. Bhd.,47,17,47,47,88.0
WLVPN,GB,3223,VOXILITY,47,2,47,47,95.0
CyberGhost,NL,51430,ALTUS,46,2,46,46,71.1
WiTopia,US,393423,NTT-GLOBAL-DATA-CENTERS-AMERICA-INC,46,2,46,46,95.0
IPVanish,US,21859,ZEN-ECN,45,6,45,45,95.0
WLVPN,US,21859,ZEN-ECN,45,6,45,45,95.0
AirVPN,US,62744,QUINTEX,44,2,44,44,95.0
Privado,NL,205467,BASEIP-LAX,44,6,44,44,95.0
TunnelBear,SG,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,44,33,44,44,95.0
VPN Unlimited,NL,209847,THE,43,21,43,43,70.0
IPVanish,US,13737,AS-INCX,40,1,40,40,95.0
Trust.Zone,RO,9009,M247,40,33,40,40,70.0
WLVPN,US,13737,AS-INCX,40,1,40,40,95.0
WiTopia,FR,16276,OVH,40,7,40,40,95.0
IPVanish,NL,43350,NFORCE,39,1,39,39,95.0
NordVPN,US,20278,NEXEON,39,9,39,39,95.0
WLVPN,NL,43350,NFORCE,39,1,39,39,95.0
CyberGhost,LT,61272,IST-AS,38,2,38,38,73.3
ExpressVPN,GB,212238,CDNEXT,38,17,38,38,69.1
Goosevpn,RO,9009,M247,38,31,38,38,78.0
IPVanish,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,38,7,38,38,95.0
IPVanish,RO,9009,M247,38,6,38,38,95.0
IVPN,GB,60068,CDN77 _,38,29,38,38,95.0
Opera VPN,SE,205016,HERNLABS,38,3,38,38,70.0
WLVPN,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,38,7,38,38,95.0
WLVPN,RO,9009,M247,38,6,38,38,95.0
Astrill,US,46844,SHARKTECH,37,14,37,37,78.2
AirVPN,SE,51815,TEKNIKBYRAN,36,1,36,36,95.0
Astrill,US,30058,FDCSERVERS,36,17,36,36,78.0
Astrill,US,40676,AS40676 - Psychz Networks,36,13,36,36,78.0
CyberGhost,GB,58065,PACKETEXCHANGE,35,2,35,35,72.1
IPVanish,CA,55286,SERVER-MANIA,35,1,35,35,95.0
IPVanish,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",35,4,35,35,95.0
Mullvad,IN,203020,HOSTROYALE,35,17,35,35,95.0
WLVPN,CA,55286,SERVER-MANIA,35,1,35,35,95.0
WLVPN,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",35,4,35,35,95.0
CyberGhost,GB,41564,AS41564,34,1,34,34,72.2
IPVanish,US,13926,NETPROTECT-PHX,34,1,34,34,95.0
Sentinel dVPN,GB,49683,MASSIVEGRID,34,21,34,34,95.0
Sentinel dVPN,GB,61112,AkileCloud Network,34,23,34,34,95.0
WLVPN,US,13926,NETPROTECT-PHX,34,1,34,34,95.0
Astrill,CA,55286,SERVER-MANIA,33,7,33,33,78.1
FastestVPN,RO,9009,M247,33,29,33,33,95.0
ProtonVPN,GB,60068,CDN77 _,33,17,33,33,95.0
AirVPN,NL,6206,NETROUTING-AS,32,5,32,32,95.0
IVPN,RO,9009,M247,32,22,32,32,95.0
Astrill,US,22612,NAMECHEAP-NET,31,1,31,31,80.0
Astrill,US,32097,WII,31,3,31,31,79.3
Windscribe,GB,60068,CDN77 _,31,8,31,31,95.0
NordVPN,GB,58325,BANDWIDTH-ASIA,30,3,30,30,95.0
ProtonVPN,NL,49981,WORLDSTREAM,30,24,30,30,95.0
WiTopia,GB,0,,30,1,30,30,95.0
Windscribe,EE,206804,ESTNOC-GLOBAL,30,7,30,30,95.0
ExpressVPN,BR,262287,Latitude.sh LTDA,29,5,29,29,70.0
FlowVPN,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",29,16,29,29,70.0
IPVanish,GB,212238,CDNEXT,29,1,29,29,95.0
SwitchVPN,US,20473,AS-VULTR,29,19,29,29,88.0
VPNSecure,FR,16276,OVH,29,19,29,29,88.0
WLVPN,GB,212238,CDNEXT,29,1,29,29,95.0
Astrill,TW,3462,HINET Data Communication Business Group,28,13,28,28,78.0
Astrill,US,63023,AS-GLOBALTELEHOST,28,7,28,28,78.1
Privado,NL,34305,BASEIP,28,4,28,28,95.0
VPN Unlimited,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",28,11,28,28,70.0
Anonine,US,63023,AS-GLOBALTELEHOST,27,3,27,27,95.0
Astrill,RO,9009,M247,27,10,27,27,78.0
BoxPN,US,63023,AS-GLOBALTELEHOST,27,3,27,27,95.0
EasyHideIP,US,63023,AS-GLOBALTELEHOST,27,3,27,27,95.0
ExpressVPN,GB,13213,UK2NET-AS,27,1,27,27,70.0
FrootVPN,US,63023,AS-GLOBALTELEHOST,27,3,27,27,95.0
Private Internet Access,US,174,COGENT-174,27,13,27,27,95.0
ProtonVPN,AU,136557,HOST-AS-AP Host Universal Pty Ltd,27,12,27,27,95.0
Windscribe,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,27,8,27,27,95.0
CyberGhost,EE,206804,ESTNOC-GLOBAL,26,2,26,26,71.9
IPVanish,GB,25369,BANDWIDTH-AS,26,2,26,26,95.0
WLVPN,GB,25369,BANDWIDTH-AS,26,2,26,26,95.0
WiTopia,US,395954,LEASEWEB-USA-LAX,25,4,25,25,95.0
WiTopia,US,396362,LEASEWEB-USA-NYC,25,5,25,25,95.0
WorldVPN,US,63473,HOSTHATCH,25,9,25,25,88.0
AirVPN,CA,394256,CLOUDSINGULARITY,24,2,24,24,95.0
CyberGhost,RO,44679,BINBOX-GLOBAL-SERVICES,24,2,24,24,71.0
NordVPN,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",24,22,24,24,95.0
ExpressVPN,GB,62240,CLOUVIDER Clouvider - Global ASN,22,10,22,22,70.0
Sentinel dVPN,RO,9009,M247,22,20,22,22,95.0
VPN Jantit,CN,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",22,21,22,22,88.0
ExpressVPN,US,396356,LATITUDE-SH,21,8,21,21,70.0
Mullvad,VU,43357,OWL Owl Limited,21,6,21,21,95.0
Private Internet Access,US,212238,CDNEXT,21,9,21,21,95.0
Windscribe,AR,263812,SONDATECH S.A.S.,21,7,21,21,95.0
AirVPN,US,63018,DEDICATED,20,1,20,20,95.0
EasyHideIP,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",20,3,20,20,95.0
IPVanish,GB,13213,UK2NET-AS,20,1,20,20,95.0
Mullvad,AU,136557,HOST-AS-AP Host Universal Pty Ltd,20,7,20,20,95.0
ProtonVPN,CH,209103,PROTONVPN,20,4,20,20,95.0
Sentinel dVPN,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",20,12,20,20,95.0
TunnelBear,NZ,45179,SITEHOST-AS-AP SiteHost New Zealand,20,1,20,20,95.0
VPN Unlimited,US,46450,PILOT,20,2,20,20,70.0
VPN.ac,RO,9009,M247,20,17,20,20,95.0
WLVPN,GB,13213,UK2NET-AS,20,1,20,20,95.0
WiTopia,TR,48011,DIGITURUNC,20,1,20,20,95.0
WiTopia,US,27411,LEASEWEB-USA-CHI,20,7,20,20,95.0
WiTopia,US,63018,DEDICATED,20,3,20,20,95.0
Astrill,US,18779,EGIHOSTING,19,4,19,19,78.0
AzireVPN,GB,60068,CDN77 _,19,19,19,19,95.0
CyberGhost,MD,43289,TRABIA,19,3,19,19,72.6
Giganews,US,40861,PARAD-40-ASN,19,8,19,19,78.0
VPN Unlimited,FR,12876,Online SAS,19,13,19,19,70.0
VyprVPN,US,40861,PARAD-40-ASN,19,8,19,19,95.0
ProtonVPN,CH,199218,PROTONVPN-2,18,5,18,18,95.0
SSHMax,CZ,60592,GRANSY Gransy s.r.o. gransy.com,18,2,18,18,70.0
Sentinel dVPN,IT,214677,DELUXHOST,18,12,18,18,95.0
VPN Gate,KR,4766,KIXS-AS-KR Korea Telecom,18,18,18,18,78.0
VPN Jantit,GB,215540,GCS-AS,18,15,18,18,88.0
VPNUK,GB,51905,CWCS-VM CompuWeb Communications Services Ltd,18,8,18,18,95.0
WLVPN,EE,206804,ESTNOC-GLOBAL,18,3,18,18,95.0
WiTopia,US,47100,WITOPIA-AS1,18,2,18,18,95.0
Windscribe,AU,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,18,6,18,18,95.0
Windscribe,US,13737,AS-INCX,18,3,18,18,95.0
IPVanish,EE,206804,ESTNOC-GLOBAL,17,3,17,17,95.0
NordVPN,SE,51747,INTERNETBOLAGET,17,1,17,17,95.0
Sentinel dVPN,CN,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",17,17,17,17,95.0
AirVPN,LV,52048,RIXHOST,16,4,16,16,95.0
Anonine,AU,136557,HOST-AS-AP Host Universal Pty Ltd,16,2,16,16,95.0
Astrill,DE,29066,VELIANET-AS velia.net Internetdienste GmbH,16,9,16,16,78.0
Astrill,US,22439,PERFECT-INTERNATIONAL,16,3,16,16,78.2
Astrill,US,396356,LATITUDE-SH,16,5,16,16,78.0
BoxPN,AU,136557,HOST-AS-AP Host Universal Pty Ltd,16,2,16,16,95.0
EasyHideIP,AU,136557,HOST-AS-AP Host Universal Pty Ltd,16,2,16,16,95.0
FrootVPN,AU,136557,HOST-AS-AP Host Universal Pty Ltd,16,2,16,16,95.0
NordVPN,IN,207990,HR-CUSTOMER,16,2,16,16,95.0
NordVPN,IN,39486,HOSTROYALE,16,2,16,16,95.0
Perimeter81,US,16509,AMAZON-02,16,4,16,16,70.0
Smartdnsproxy,RO,9009,M247,16,15,16,16,78.0
StrongVPN,GB,62240,CLOUVIDER Clouvider - Global ASN,16,7,16,16,83.8
TunnelBear,HK,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,16,3,16,16,95.0
TunnelBear,US,29838,AMC,16,4,16,16,95.0
TunnelBear,US,46475,LIMESTONENETWORKS,16,5,16,16,95.0
VPN Gate,US,36599,SOFTETHER-AMERICA,16,1,16,16,78.0
VPN Jantit,FR,16276,OVH,16,15,16,16,88.0
VPN Jantit,RU,41745,FORTIS-AS Hosting services,16,14,16,16,88.0
Windscribe,CA,53356,FREE RANGE CLOUD,16,4,16,16,95.0
Astrill,GB,60068,CDN77 _,15,4,15,15,78.0
Astrill,IN,203020,HOSTROYALE,15,8,15,15,78.0
BoxPN,US,29889,FSNET-1,15,4,15,15,95.0
CyberGhost,AL,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",15,2,15,15,75.0
CyberGhost,RO,5606,GTS-BACKBONE GTS Telecom,15,1,15,15,71.7
OVPN,RO,9009,M247,15,14,15,15,95.0
Sentinel dVPN,HK,56971,AS56971 AS56971 Cloud,15,15,15,15,95.0
Sentinel dVPN,TR,210538,KEYUBU,15,3,15,15,95.0
Sentinel dVPN,TR,215567,NETVAY,15,3,15,15,95.0
Sentinel dVPN,TR,47516,DEHOST-INTERNET-VE-BILISIM-TEKNOLOJILERI-SAN-TIC-LTD-STI DEHOST INTERNET VE BILISIM TEKNOLOJILERI SANAYI TICARET LIMITED SIRKETI,15,3,15,15,95.0
Sentinel dVPN,US,21743,ANL-36,15,1,15,15,95.0
VPNUK,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",15,15,15,15,95.0
Vpnht,DE,58212,DATAFOREST,15,1,15,15,78.0
Vpnht,FR,12876,Online SAS,15,4,15,15,78.0
WiTopia,CA,32489,AMANAHA-NEW,15,2,15,15,95.0
WiTopia,US,394380,LEASEWEB-USA-DAL,15,4,15,15,95.0
Windscribe,ID,150249,IDNIC-ATHARVA-AS-ID PT Atharva Telematika Persada,15,3,15,15,95.0
Anonine,LU,9008,ASN-VO Visual Online S.A. Luxembourg,14,1,14,14,95.0
Anonine,US,29889,FSNET-1,14,4,14,14,95.0
Astrill,US,395954,LEASEWEB-USA-LAX,14,7,14,14,78.0
Astrill,US,53850,GORILLASERVERS,14,6,14,14,78.0
BoxPN,LU,9008,ASN-VO Visual Online S.A. Luxembourg,14,1,14,14,95.0
EasyHideIP,LU,9008,ASN-VO Visual Online S.A. Luxembourg,14,1,14,14,95.0
EasyHideIP,US,29889,FSNET-1,14,4,14,14,95.0
FrootVPN,LU,9008,ASN-VO Visual Online S.A. Luxembourg,14,1,14,14,95.0
FrootVPN,US,29889,FSNET-1,14,4,14,14,95.0
Hotspotshield,RO,9009,M247,14,14,14,14,78.0
IPVanish,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,14,1,14,14,95.0
VPNUK,GB,20860,IOMART-AS,14,13,14,14,86.1
WLVPN,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,14,1,14,14,95.0
Anonine,SE,42708,GLESYS glesys.com,13,3,13,13,95.0
AnonymousVPN,NL,209847,THE,13,12,13,13,95.0
Astrill,GB,60464,SUPERNET-UK,13,3,13,13,78.0
Astrill,US,55081,24SHELLS,13,5,13,13,78.0
CyberGhost,DE,29066,VELIANET-AS velia.net Internetdienste GmbH,13,6,13,13,71.9
IPVanish,US,396356,LATITUDE-SH,13,1,13,13,95.0
Kompot VPN,PA,51852,PLI-AS,13,2,13,13,70.0
NetShade,FR,16276,OVH,13,13,13,13,95.0
ProtonVPN,EE,206804,ESTNOC-GLOBAL,13,11,13,13,95.0
Riseup VPN,FR,12876,Online SAS,13,11,13,13,95.0
Sentinel dVPN,GB,47890,UNMANAGED-DEDICATED-SERVERS,13,2,13,13,95.0
Sentinel dVPN,US,20278,NEXEON,13,9,13,13,95.0
Vpnht,GB,3223,VOXILITY,13,7,13,13,78.0
WLVPN,US,396356,LATITUDE-SH,13,1,13,13,95.0
Windscribe,GB,41564,AS41564,13,2,13,13,95.0
AirVPN,NL,51430,ALTUS,12,3,12,12,95.0
AirVPN,NZ,45179,SITEHOST-AS-AP SiteHost New Zealand,12,2,12,12,95.0
Astrill,US,32181,ASN-GIGENET,12,3,12,12,78.2
CyberGhost,US,3257,GTT-BACKBONE GTT,12,2,12,12,74.2
Mullvad,NO,50304,BLIX,12,3,12,12,95.0
Mullvad,US,21859,ZEN-ECN,12,8,12,12,95.0
NordVPN,US,3257,GTT-BACKBONE GTT,12,3,12,12,95.0
Private Internet Access,UK,212238,CDNEXT,12,3,12,12,95.0
RedShield VPN,GB,60068,CDN77 _,12,12,12,12,95.0
StrongVPN,US,140952,"STL-AS-AP Strong Technology, LLC",12,5,12,12,86.2
Surfshark,US,212238,CDNEXT,12,12,12,12,95.0
Trust.Zone,GB,60068,CDN77 _,12,12,12,12,70.0
Windscribe,US,36352,AS-COLOCROSSING,12,4,12,12,95.0
Windscribe,US,397373,H4Y-TECHNOLOGIES,12,3,12,12,95.0
Zoogvpn,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",12,12,12,12,78.0
Anonine,DE,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,11,6,11,11,95.0
Astrill,JP,3258,XTOM-JAPAN xTom Japan Corporation,11,1,11,11,78.0
Astrill,LT,56630,MELBICOM-EU-AS Melbikomas UAB,11,4,11,11,78.0
Astrill,NL,50867,ORG-LVA15-AS,11,3,11,11,78.0
BoxPN,DE,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,11,6,11,11,95.0
CyberGhost,KE,37684,ANGANI-AS,11,1,11,11,72.3
EasyHideIP,DE,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,11,6,11,11,95.0
ExpressVPN,RO,9009,M247,11,6,11,11,70.0
FastestVPN,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",11,4,11,11,95.0
FrootVPN,DE,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,11,6,11,11,95.0
HideIPVPN,FR,16276,OVH,11,11,11,11,70.0
IPVanish,IN,203020,HOSTROYALE,11,2,11,11,95.0
IPVanish,MY,132372,GBNETWORK-AS-AP GB Network Solutions Sdn. Bhd.,11,1,11,11,95.0
IVPN,US,11878,TZULO,11,8,11,11,95.0
Mullvad,GB,13213,UK2NET-AS,11,2,11,11,95.0
PureVPN,US,46475,LIMESTONENETWORKS,11,6,11,11,88.0
Sentinel dVPN,DE,24940,HETZNER-AS,11,11,11,11,95.0
Sentinel dVPN,FR,16276,OVH,11,11,11,11,95.0
Sentinel dVPN,US,62564,LINVEO-LLC,11,2,11,11,95.0
VPN Jantit,US,20473,AS-VULTR,11,11,11,11,88.0
WLVPN,IN,203020,HOSTROYALE,11,2,11,11,95.0
WLVPN,MY,132372,GBNETWORK-AS-AP GB Network Solutions Sdn. Bhd.,11,1,11,11,95.0
Anonine,IL,35758,HQSERV_NETWORKS,10,1,10,10,95.0
Anonine,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,10,3,10,10,95.0
Astrill,US,46475,LIMESTONENETWORKS,10,3,10,10,78.2
BoxPN,IL,35758,HQSERV_NETWORKS,10,1,10,10,95.0
BoxPN,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,10,3,10,10,95.0
CyberGhost,MK,205119,TELEKS-,10,1,10,10,72.5
EasyHideIP,IL,35758,HQSERV_NETWORKS,10,1,10,10,95.0
EasyHideIP,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,10,3,10,10,95.0
Froot,SE,42708,GLESYS glesys.com,10,1,10,10,78.0
FrootVPN,IL,35758,HQSERV_NETWORKS,10,1,10,10,95.0
FrootVPN,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,10,3,10,10,95.0
FrootVPN,SE,42708,GLESYS glesys.com,10,1,10,10,95.0
GhostPath,US,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,10,10,10,10,88.0
IPVanish,CR,52423,Data Miners S.A.  Racknation.cr,10,1,10,10,95.0
IPVanish,JP,4785,XTOM-AS-JP xTom,10,1,10,10,95.0
IPVanish,MD,43289,TRABIA,10,1,10,10,95.0
NordVPN,GB,41564,AS41564,10,2,10,10,95.0
NordVPN,NL,51430,ALTUS,10,1,10,10,95.0
PrivateVPN,IN,14061,DIGITALOCEAN-ASN,10,9,10,10,88.0
PrivateVPN,US,60068,CDN77 _,10,10,10,10,93.6
ProtonVPN,NL,43350,NFORCE,10,5,10,10,95.0
Sentinel dVPN,US,208483,WERIDATA-LLC,10,2,10,10,95.0
Sentinel dVPN,US,399646,DARTNODE,10,6,10,10,95.0
Sentinel dVPN,US,399804,HOSTODO,10,4,10,10,95.0
Sentinel dVPN,VN,45899,VNPT-AS-VN VNPT Corp,10,2,10,10,95.0
SwitchVPN,HK,133398,TELE-AS Tele Asia Limited,10,1,10,10,88.0
VPN Gate,JP,2516,KDDI KDDI CORPORATION,10,10,10,10,78.0
VPN.ac,AU,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,10,3,10,10,95.0
VPN.ac,FR,12876,Online SAS,10,4,10,10,95.0
VPNSecure,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",10,10,10,10,88.0
Vpnht,DE,47540,WIPAK-AS,10,1,10,10,78.0
Vpnht,RO,0,,10,1,10,10,78.0
WLVPN,CR,52423,Data Miners S.A.  Racknation.cr,10,1,10,10,95.0
WLVPN,JP,4785,XTOM-AS-JP xTom,10,1,10,10,95.0
WLVPN,MD,43289,TRABIA,10,1,10,10,95.0
WiTopia,CA,11831,ESECUREDATA,10,2,10,10,95.0
WiTopia,FR,12876,Online SAS,10,1,10,10,95.0
WiTopia,US,30475,WEHOSTWEBSITES-COM,10,2,10,10,95.0
WiTopia,US,33083,AXCELX-NET,10,2,10,10,95.0
WiTopia,US,396190,LEASEWEB-USA-SEA,10,2,10,10,95.0
uVPN,US,14061,DIGITALOCEAN-ASN,10,10,10,10,70.0
Anonine,ES,60458,ASN-XTUDIONET,9,1,9,9,95.0
Anonine,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",9,1,9,9,95.0
Anonine,PL,197155,ARTNET,9,2,9,9,95.0
Astrill,GB,13213,UK2NET-AS,9,5,9,9,78.0
Astrill,US,63018,DEDICATED,9,3,9,9,78.0
Astrill,US,7393,CYBERCON,9,2,9,9,78.0
BoxPN,ES,60458,ASN-XTUDIONET,9,1,9,9,95.0
BoxPN,PL,197155,ARTNET,9,2,9,9,95.0
EasyHideIP,ES,60458,ASN-XTUDIONET,9,1,9,9,95.0
EasyHideIP,PL,197155,ARTNET,9,2,9,9,95.0
FlowVPN,NL,209847,THE,9,9,9,9,70.0
FlowVPN,SG,142002,SCLOUDPTELTD-AS Scloud Pte Ltd,9,2,9,9,70.0
FrootVPN,ES,60458,ASN-XTUDIONET,9,1,9,9,95.0
FrootVPN,PL,197155,ARTNET,9,2,9,9,95.0
OVPN,GB,212238,CDNEXT,9,8,9,9,95.0
Privado,IN,203020,HOSTROYALE,9,2,9,9,95.0
Private Internet Access,CY,206092,SECFIREWALLAS,9,2,9,9,95.0
PrivateVPN,SE,42201,PVDATANET,9,2,9,9,95.0
PureVPN,US,396356,LATITUDE-SH,9,5,9,9,88.0
RedShield VPN,US,399498,PRIVATE-NETWORKS,9,1,9,9,95.0
Sentinel dVPN,GB,209641,I-SERVERS-EAST,9,9,9,9,95.0
Sentinel dVPN,GB,213737,DEXDC,9,2,9,9,95.0
