provider,asn,asn_org,country_count,countries,ip_count,prefix_count,hosting_ip_count,exit_node_count,avg_confidence
FlowVPN,47264,LDEX,1,GB,1,1,1,1,70.0
FlowVPN,47987,DELTAHOST-KYIV,1,UA,1,1,1,1,70.0
FlowVPN,48753,AVAHOHST,1,MD,1,1,1,1,70.0
FlowVPN,49592,PIPE-NET pipehost.net,1,GB,1,1,1,1,70.0
FlowVPN,50837,CLOUDSIGMA-AS,1,CH,1,1,1,1,70.0
FlowVPN,50979,ITL-LV,1,US,1,1,1,1,70.0
FlowVPN,51519,KARABRO Karabro AB,1,SE,1,1,1,1,70.0
FlowVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,FI,1,1,1,1,70.0
FlowVPN,52368,ZAM LTDA.,1,CL,1,1,1,1,70.0
FlowVPN,52423,Data Miners S.A.  Racknation.cr,1,CR,1,1,1,1,70.0
FlowVPN,52469,Offshore Racks S.A,1,PA,1,1,1,1,70.0
FlowVPN,53850,GORILLASERVERS,1,US,1,1,1,1,70.0
FlowVPN,54643,IDIGITAL,1,CA,1,1,1,1,70.0
FlowVPN,56630,MELBICOM-EU-AS Melbikomas UAB,1,LT,1,1,1,1,70.0
FlowVPN,59364,VHOST-HOLDINGS-SG vHost Holdings Pte Ltd,1,SG,1,1,1,1,70.0
FlowVPN,59895,BINARYRACKS-AS,1,GB,1,1,1,1,70.0
FlowVPN,61138,ZAPPIE-HOST-AS Zappie Host,1,US,1,1,1,1,70.0
FlowVPN,61211,SETCOR,1,HR,1,1,1,1,70.0
FlowVPN,61317,ASDETUK www.heficed.com,1,US,1,1,1,1,70.0
FlowVPN,61493,InterBS S.R.L. BAEHOST,1,AR,1,1,1,1,70.0
FlowVPN,64080,SYN-UK SYN,1,GB,1,1,1,1,70.0
FlowVPN,64457,PIPEHOST-AS PIPEHOST,1,AT,1,1,1,1,70.0
FlowVPN,6698,VIRTUALSYSTEMS,1,UA,1,1,1,1,70.0
FlowVPN,835,GOCODEIT-EDGE,1,CA,1,1,1,1,70.0
FlowVPN,8648,ONE-NETWORK,1,DE,1,1,1,1,70.0
FlowVPN,8849,MELBICOM-EU-AS Melbikomas UAB,1,LT,1,1,1,1,70.0
FreeVPN,133210,ENTECHNOLOGIES-AS-AP EN Technologies Pte Ltd,1,SG,1,1,1,1,88.0
FreeVPN,208208,CYBERSE Cyberse GmbH & Co. KG,1,DE,1,1,1,1,88.0
FreeVPN,214677,DELUXHOST,1,NL,1,1,1,1,88.0
FreeVPN,214790,BRAINOZA,1,EE,1,1,1,1,88.0
FreeVPN,26383,ASNET,1,FI,1,1,1,1,88.0
FreeVPN,36352,AS-COLOCROSSING,1,US,1,1,1,1,88.0
FreeVPN,399646,DARTNODE,1,US,1,1,1,1,88.0
FreeVPN,41745,FORTIS-AS Hosting services,1,DE,1,1,1,1,88.0
FreeVPN,52173,MAKONIX,1,SE,1,1,1,1,88.0
FreeVPN,63023,AS-GLOBALTELEHOST,1,GB,1,1,1,1,88.0
Freevpn,12876,Online SAS,1,FR,1,1,1,1,78.0
Freevpn,16276,OVH,1,FR,1,1,1,1,78.0
Freevpn,49981,WORLDSTREAM,1,NL,1,1,1,1,78.0
Froot,11831,ESECUREDATA,1,CA,1,1,1,1,78.0
Froot,16276,OVH,1,FR,1,1,1,1,78.0
Froot,36666,GTCOMM,1,CA,1,1,1,1,78.0
Froot,51852,PLI-AS,1,PA,1,1,1,1,78.0
Froot,54643,IDIGITAL,1,CA,1,1,1,1,78.0
Froot,62563,AS-GLOBALTELEHOST,1,CA,1,1,1,1,78.0
Froot,62904,AS62904 - Eonix Corporation,1,US,1,1,1,1,78.0
Getflix,13213,UK2NET-AS,1,GB,1,1,1,1,78.0
Getflix,18978,ENZUINC-,1,US,1,1,1,1,78.0
Getflix,213035,AS-SERVERION Serverion B.V.,1,NL,1,1,1,1,78.0
Getflix,30736,ASERGO-AS,1,DK,1,1,1,1,78.0
Getflix,32489,AMANAHA-NEW,1,CA,1,1,1,1,78.0
Getflix,34989,SERVETHEWORLD-AS,1,NO,1,1,1,1,78.0
Getflix,399471,AS-SERVERION,1,US,1,1,1,1,78.0
Getflix,42708,GLESYS glesys.com,1,SE,1,1,1,1,78.0
Getflix,45671,AS45671-NET-AU Wholesale Services Provider,1,AU,1,1,1,1,78.0
Getflix,47521,IPHOST .GR IpDomain,1,GR,1,1,1,1,78.0
Getflix,51852,PLI-AS,1,PA,1,1,1,1,78.0
Getflix,60068,CDN77 _,1,GB,1,1,1,1,78.0
Getflix,6364,ATLANTIC-NET-1,1,US,1,1,1,1,78.0
GhostPath,10297,ENET-2,1,US,1,1,1,1,88.0
GhostPath,10929,ESTRUXTURE-QC-10929,1,CA,1,1,1,1,88.0
GhostPath,134094,"SERVERFIELD-AS Serverfield Co., Ltd.",1,TR,1,1,1,1,88.0
GhostPath,14061,DIGITALOCEAN-ASN,1,IN,1,1,1,1,88.0
GhostPath,16276,OVH,1,FR,1,1,1,1,88.0
GhostPath,174,COGENT-174,1,CZ,1,1,1,1,88.0
GhostPath,198203,ASN-ROUTELABEL,1,NL,1,1,1,1,88.0
GhostPath,199319,VOICE-NET-AS,1,PL,1,1,1,1,88.0
GhostPath,201011,CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK,1,DE,1,1,1,1,88.0
GhostPath,202759,FAIRYHOSTING,1,EE,1,1,1,1,88.0
GhostPath,20454,SSASN2,1,US,1,1,1,1,88.0
GhostPath,205053,AWEB-ASN,1,GR,1,1,1,1,88.0
GhostPath,21581,M5HOSTING,1,US,1,1,1,1,88.0
GhostPath,262287,Latitude.sh LTDA,1,BR,1,1,1,1,88.0
GhostPath,28099,iHosting Servicios Internet Ltda.,1,CL,1,1,1,1,88.0
GhostPath,29302,HSI-EUROPE,1,GB,1,1,1,1,88.0
GhostPath,29691,NINE,1,CH,1,1,1,1,88.0
GhostPath,29802,HVC-AS,1,US,1,1,1,1,88.0
GhostPath,30058,FDCSERVERS,1,US,1,1,1,1,88.0
GhostPath,31122,DIGIWEB-AS,1,IE,1,1,1,1,88.0
GhostPath,31863,DACEN-2,1,US,1,1,1,1,88.0
GhostPath,33083,AXCELX-NET,1,US,1,1,1,1,88.0
GhostPath,33387,NOCIX,1,US,1,1,1,1,88.0
GhostPath,34971,PDDA-AS,1,NL,1,1,1,1,88.0
GhostPath,36114,VERSAWEB-ASN,1,US,1,1,1,1,88.0
GhostPath,3842,RAMNODE,1,US,1,1,1,1,88.0
GhostPath,39020,COMVIVE-AS Seville - Spain,1,ES,1,1,1,1,88.0
GhostPath,39326,HSO-GROUP,1,GB,1,1,1,1,88.0
GhostPath,397423,TIER-NET,1,US,1,1,1,1,88.0
GhostPath,40156,THEOPT-HOU,1,US,1,1,1,1,88.0
GhostPath,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,GB,1,1,1,1,88.0
GhostPath,43289,TRABIA,1,MD,1,1,1,1,88.0
GhostPath,45032,FABIT-AS,1,DK,1,1,1,1,88.0
GhostPath,45146,RAJASA-AS-ID-AP PT. Raja Sepadan Abadi,1,ID,1,1,1,1,88.0
GhostPath,45413,SERVENET-AS-TH-AP ServeNET Solution Limited Partnership,1,TH,1,1,1,1,88.0
GhostPath,46015,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,1,MY,1,1,1,1,88.0
GhostPath,47987,DELTAHOST-KYIV,1,UA,1,1,1,1,88.0
GhostPath,48894,OPTIMUS-AS,1,SI,1,1,1,1,88.0
GhostPath,50613,THORDC-AS,1,IS,1,1,1,1,88.0
GhostPath,52201,TCTEL,1,RU,1,1,1,1,88.0
GhostPath,52469,Offshore Racks S.A,1,PA,1,1,1,1,88.0
GhostPath,56322,SERVERASTRA-AS,1,HU,1,1,1,1,88.0
GhostPath,56655,GIGAHOST,1,NO,1,1,1,1,88.0
GhostPath,58940,DEDAUS-AS-AP Dedicated Servers Australia,1,AU,1,1,1,1,88.0
GhostPath,59432,GINERNET,1,ES,1,1,1,1,88.0
GhostPath,59787,WEBHS WEBSP LDA,1,PT,1,1,1,1,88.0
GhostPath,61102,INTERHOST,1,IL,1,1,1,1,88.0
GhostPath,62217,VOOSERVERS,1,GB,1,1,1,1,88.0
GhostPath,63452,VELOCIHOST,1,US,1,1,1,1,88.0
GhostPath,6428,CDM,1,US,1,1,1,1,88.0
GhostPath,7979,SERVERS-COM,1,LU,1,1,1,1,88.0
GhostPath,8280,SYNAPSECOM-AS SYNAPSECOM TELECOMS S.A.,1,GR,1,1,1,1,88.0
Goosevpn,16247,"M247-UK M247 UK Ltd, trading as M247",1,GB,1,1,1,1,78.0
Goosevpn,7018,ATT-INTERNET4,1,US,1,1,1,1,78.0
Hide.me,33387,NOCIX,1,US,1,1,1,1,95.0
Hide.me,43641,SOLLUTIUM-NL,1,PL,1,1,1,1,95.0
Hide.me,56803,AS-DATASOURCE,1,CH,1,1,1,1,95.0
HideIPVPN,12479,UNI2-AS,1,ES,1,1,1,1,70.0
HideIPVPN,13213,UK2NET-AS,1,GB,1,1,1,1,70.0
HideIPVPN,212531,INTERNETO-VIZIJA,1,LT,1,1,1,1,70.0
HideIPVPN,30633,LEASEWEB-USA-WDC,1,US,1,1,1,1,70.0
HideIPVPN,56694,SMARTAPE,1,RU,1,1,1,1,70.0
HideIPVPN,6364,ATLANTIC-NET-1,1,US,1,1,1,1,70.0
HideIPVPN,7979,SERVERS-COM,1,US,1,1,1,1,70.0
Hotspotshield,12844,BOUYGTEL-B2B,1,FR,1,1,1,1,78.0
Hotspotshield,134094,"SERVERFIELD-AS Serverfield Co., Ltd.",1,TW,1,1,1,1,78.0
Hotspotshield,154047,IT2-AS-AP IT Nut Hosting,1,BD,1,1,1,1,78.0
Hotspotshield,205983,INDE-PTE-EU,1,SG,1,1,1,1,78.0
Hotspotshield,30860,YURTEH-AS,1,UA,1,1,1,1,78.0
Hotspotshield,396356,LATITUDE-SH,1,US,1,1,1,1,78.0
Hotspotshield,40676,AS40676 - Psychz Networks,1,US,1,1,1,1,78.0
Hotspotshield,49372,WICHITA-INTER-KONNECTS-1LL4H,1,GB,1,1,1,1,78.0
Hotspotshield,50183,CENTURY-LTD,1,MH,1,1,1,1,78.0
Hotspotshield,51852,PLI-AS,1,PA,1,1,1,1,78.0
Hotspotshield,62282,RACKRAY UAB Rakrejus,1,LT,1,1,1,1,78.0
IVPN,13213,UK2NET-AS,1,US,1,1,1,1,95.0
IVPN,16247,"M247-UK M247 UK Ltd, trading as M247",1,GB,1,1,1,1,95.0
IVPN,199524,GCORE,1,LU,1,1,1,1,95.0
IVPN,200651,FLOKINET,1,IS,1,1,1,1,95.0
IVPN,203020,HOSTROYALE,1,US,1,1,1,1,95.0
IVPN,212238,CDNEXT,1,GB,1,1,1,1,95.0
IVPN,268581,QNAX LTDA,1,BR,1,1,1,1,95.0
IVPN,3236,SERVER server.ua,1,UA,1,1,1,1,95.0
IVPN,48031,XSERVERCLOUD,1,UA,1,1,1,1,95.0
IVPN,50613,THORDC-AS,1,IS,1,1,1,1,95.0
Integrityvpn,8473,BAHNHOF,1,SE,1,1,1,1,78.0
Ivacy,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,AL,1,1,1,1,95.0
Ivacy,203020,HOSTROYALE,1,PT,1,1,1,1,95.0
Ivacy,209378,INIOS-AS,1,FI,1,1,1,1,95.0
Ivacy,30633,LEASEWEB-USA-WDC,1,US,1,1,1,1,95.0
Ivacy,3223,VOXILITY,1,UK,1,1,1,1,95.0
Ivacy,43289,TRABIA,1,MD,1,1,1,1,95.0
Ivacy,46475,LIMESTONENETWORKS,1,US,1,1,1,1,95.0
Ivacy,51430,ALTUS,1,BG,1,1,1,1,95.0
KevinVPN,149020,WEBHORIZON-AS-AP WebHorizon Internet Services,1,SG,1,1,1,1,70.0
KevinVPN,202422,GHOST,1,LU,1,1,1,1,70.0
KevinVPN,207590,LOCLIXIT-AS,1,IT,1,1,1,1,70.0
KevinVPN,208208,CYBERSE Cyberse GmbH & Co. KG,1,DE,1,1,1,1,70.0
KevinVPN,210429,HIZAKURA-,1,NL,1,1,1,1,70.0
KevinVPN,213887,WAICORE-LTD WAICORE LTD,1,GB,1,1,1,1,70.0
KevinVPN,214640,HOSTUP HOSTUP,1,SE,1,1,1,1,70.0
KevinVPN,215960,HEARTBEAT-IT,1,DE,1,1,1,1,70.0
KevinVPN,29222,INFOMANIAK-AS,1,CH,1,1,1,1,70.0
KevinVPN,32181,ASN-GIGENET,1,US,1,1,1,1,70.0
KevinVPN,399646,DARTNODE,1,US,1,1,1,1,70.0
KevinVPN,401665,HOSTBILBY,1,CA,1,1,1,1,70.0
KevinVPN,49791,AS-3HCLOUD,1,US,1,1,1,1,70.0
KevinVPN,57043,HOSTKEY-AS,1,NL,1,1,1,1,70.0
KevinVPN,62425,KUZEYDC,1,TR,1,1,1,1,70.0
KevinVPN,63473,HOSTHATCH,1,US,1,1,1,1,70.0
KevinVPN,9009,M247,1,RO,1,1,1,1,70.0
KeyDrop,197540,NETCUP-AS netcup GmbH,1,DE,1,1,1,1,70.0
KeyDrop,200350,YANDEXCLOUD,1,RU,1,1,1,1,70.0
KeyDrop,210644,AEZA-AS,1,RU,1,1,1,1,70.0
KeyDrop,29182,RU-JSCIOT,1,RU,1,1,1,1,70.0
KeyDrop,48347,MTW-AS,1,RU,1,1,1,1,70.0
Kompot VPN,20207,Gigared S.A.,1,AR,1,1,1,1,80.0
Kompot VPN,216246,RU-AEZA-AS,1,RU,1,1,1,1,80.0
Kompot VPN,51659,ASBAXET,1,RU,1,1,1,1,70.0
Kompot VPN,6206,NETROUTING-AS,1,NL,1,1,1,1,80.0
Le VPN,138915,KAOPU-HK Kaopu Cloud HK Limited,1,HK,1,1,1,1,70.0
Le VPN,39020,COMVIVE-AS Seville - Spain,1,ES,1,1,1,1,70.0
Le VPN,395954,LEASEWEB-USA-LAX,1,US,1,1,1,1,70.0
Le VPN,42708,GLESYS glesys.com,1,SE,1,1,1,1,70.0
Le VPN,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,GB,1,1,1,1,70.0
Le VPN,50613,THORDC-AS,1,IS,1,1,1,1,70.0
LimeVPN,14586,NUCLEARFALLOUT-CHI,1,US,1,1,1,1,70.0
LimeVPN,214505,NUCLEARFALLOUT-FRA,1,US,1,1,1,1,70.0
LimeVPN,32374,NUCLEARFALLOUT-LAX,1,US,1,1,1,1,70.0
LimeVPN,400475,NUCLEARFALLOUT-DAL,1,US,1,1,1,1,70.0
MoriVPN,14544,RETEK,1,US,1,1,1,1,80.0
NetShade,205544,LEASEWEB-UK-LON-11,1,GB,1,1,1,1,95.0
NetShade,29066,VELIANET-AS velia.net Internetdienste GmbH,1,DE,1,1,1,1,95.0
NetShade,29302,HSI-EUROPE,1,US,1,1,1,1,95.0
NetShade,60068,CDN77 _,1,GB,1,1,1,1,95.0
NetShade,6939,HURRICANE,1,US,1,1,1,1,95.0
OVPN,32489,AMANAHA-NEW,1,CA,1,1,1,1,95.0
OVPN,3399,OBE-NET,1,SE,1,1,1,1,95.0
OVPN,42708,GLESYS glesys.com,1,SE,1,1,1,1,95.0
OVPN,49367,ASSEFLOW,1,IT,1,1,1,1,95.0
OysterVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,1,1,1,1,95.0
OysterVPN,14061,DIGITALOCEAN-ASN,1,NL,1,1,1,1,95.0
OysterVPN,206991,IXIR,1,TR,1,1,1,1,95.0
OysterVPN,30900,WEBWORLD-AS ta Web World Ireland,1,EU,1,1,1,1,95.0
OysterVPN,395954,LEASEWEB-USA-LAX,1,US,1,1,1,1,95.0
OysterVPN,40676,AS40676 - Psychz Networks,1,US,1,1,1,1,95.0
PhantomPeer,29691,NINE,1,CH,1,1,1,1,88.0
PhantomPeer,42708,GLESYS glesys.com,1,SE,1,1,1,1,88.0
PhantomPeer,9009,M247,1,RO,1,1,1,1,88.0
Privado,9009,M247,1,RO,1,1,1,1,95.0
Private Internet Access,0,,1,IN,1,1,1,1,95.0
Private Internet Access,4213,EVOCATIVE-GLOBAL,1,US,1,1,1,1,95.0
Private Internet Access,46475,LIMESTONENETWORKS,1,US,1,1,1,1,95.0
Private Internet Access,60068,CDN77 _,1,UK,1,1,1,1,95.0
PrivateVPN,11831,ESECUREDATA,1,CA,1,1,1,1,95.0
PrivateVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,NZ,1,1,1,1,95.0
PrivateVPN,16302,SUOMICOMMUNICATIONS,1,FI,1,1,1,1,88.0
PrivateVPN,197648,CL8ASN1,1,CY,1,1,1,1,88.0
PrivateVPN,200805,MELITACABLE,1,MT,1,1,1,1,95.0
PrivateVPN,201924,LERTAS-AS,1,SK,1,1,1,1,95.0
PrivateVPN,202422,GHOST,1,TR,1,1,1,1,95.0
PrivateVPN,202759,FAIRYHOSTING,1,EE,1,1,1,1,88.0
PrivateVPN,204302,AUTO1-RIPE,1,SE,1,1,1,1,95.0
PrivateVPN,207821,INTERNETBOLAGET-DE,1,DE,1,1,1,1,95.0
PrivateVPN,20910,BALTKOM-AS,1,LV,1,1,1,1,95.0
PrivateVPN,212531,INTERNETO-VIZIJA,1,LT,1,1,1,1,95.0
PrivateVPN,22411,GTD PERU S.A,1,PE,1,1,1,1,95.0
PrivateVPN,24085,QTSC-AS-VN Quang Trung Software City Development Company,1,VN,1,1,1,1,95.0
PrivateVPN,24768,ALMOUROLTEC,1,PT,1,1,1,1,95.0
PrivateVPN,24851,UK-NETCETERA Netcetera Autonomous System Peers,1,IM,1,1,1,1,95.0
PrivateVPN,25369,BANDWIDTH-AS,1,GB,1,1,1,1,95.0
PrivateVPN,268581,QNAX LTDA,1,BR,1,1,1,1,95.0
PrivateVPN,29485,AMIS,1,HR,1,1,1,1,95.0
PrivateVPN,3236,SERVER server.ua,1,UA,1,1,1,1,95.0
PrivateVPN,3790,RADIOGRAFICA COSTARRICENSE,1,CR,1,1,1,1,95.0
PrivateVPN,43289,TRABIA,1,MD,1,1,1,1,95.0
PrivateVPN,50613,THORDC-AS,1,IS,1,1,1,1,95.0
PrivateVPN,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",1,TH,1,1,1,1,95.0
PrivateVPN,6866,CYTA-NETWORK Internet Services,1,CY,1,1,1,1,95.0
PrivateVPN,7979,SERVERS-COM,1,US,1,1,1,1,95.0
PrivateVPN,9678,HOSTINGINSIDE HostingInside LTD.,1,TW,1,1,1,1,95.0
ProtonVPN,12417,DHH-AS,1,HR,1,1,1,1,95.0
ProtonVPN,1257,TELE2,1,EU,1,1,1,1,95.0
ProtonVPN,12975,PALTEL-AS PALTEL Autonomous System,1,PS,1,1,1,1,95.0
ProtonVPN,137373,IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES,1,ID,1,1,1,1,95.0
ProtonVPN,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,1,AU,1,1,1,1,95.0
ProtonVPN,200698,GLOBALHOST-BOSNIA-AS,1,BA,1,1,1,1,95.0
ProtonVPN,200899,INTERSPACE-EUROPE,1,MK,1,1,1,1,95.0
ProtonVPN,203020,HOSTROYALE,1,IN,1,1,1,1,95.0
ProtonVPN,32489,AMANAHA-NEW,1,CA,1,1,1,1,95.0
ProtonVPN,35432,CABLENET-AS,1,CY,1,1,1,1,95.0
ProtonVPN,37518,FIBERGRID,1,SC,1,1,1,1,95.0
ProtonVPN,39798,MIVOCLOUD,1,MD,1,1,1,1,95.0
ProtonVPN,46475,LIMESTONENETWORKS,1,US,1,1,1,1,95.0
ProtonVPN,4785,XTOM-AS-JP xTom,1,JP,1,1,1,1,95.0
ProtonVPN,51430,ALTUS,1,NL,1,1,1,1,95.0
ProtonVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,FI,1,1,1,1,95.0
ProtonVPN,58065,PACKETEXCHANGE,1,GB,1,1,1,1,95.0
ProtonVPN,61272,IST-AS,1,LT,1,1,1,1,95.0
ProtonVPN,8473,BAHNHOF,1,SE,1,1,1,1,95.0
ProtonVPN,939,USA-2022,1,US,1,1,1,1,95.0
ProtonVPN,9678,HOSTINGINSIDE HostingInside LTD.,1,TW,1,1,1,1,95.0
Proxpn,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,1,1,1,1,78.0
Proxpn,29691,NINE,1,CH,1,1,1,1,78.0
Proxpn,3790,RADIOGRAFICA COSTARRICENSE,1,CR,1,1,1,1,78.0
Proxpn,50613,THORDC-AS,1,IS,1,1,1,1,78.0
PureVPN,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,AU,1,1,1,1,88.0
PureVPN,213790,LIMITEDNETWORK-AS,1,GB,1,1,1,1,88.0
PureVPN,30633,LEASEWEB-USA-WDC,1,US,1,1,1,1,88.0
PureVPN,393886,LEASEWEB-USA-MIA,1,US,1,1,1,1,88.0
RedShield VPN,207459,AS-TEKNOSOS-INT,1,TR,1,1,1,1,95.0
RedShield VPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,FI,1,1,1,1,95.0
RedShield VPN,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",1,TH,1,1,1,1,95.0
RedShield VPN,62563,AS-GLOBALTELEHOST,1,CA,1,1,1,1,95.0
Riseup VPN,4224,CALYX-AS,1,US,1,1,1,1,95.0
Safervpn,12876,Online SAS,1,FR,1,1,1,1,78.0
Safervpn,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,1,1,1,1,78.0
Safervpn,1680,NV-ASN CELLCOM ltd.,1,IL,1,1,1,1,78.0
Safervpn,197648,CL8ASN1,1,CY,1,1,1,1,78.0
Safervpn,202053,UPCLOUD,1,FI,1,1,1,1,78.0
Safervpn,204094,I4W,1,PT,1,1,1,1,78.0
Safervpn,20860,IOMART-AS,1,GB,1,1,1,1,78.0
Safervpn,210772,NEWPUSH,1,HU,1,1,1,1,78.0
Safervpn,23884,PROENNET-AS Proen Corp Public Company Limited.,1,TH,1,1,1,1,78.0
Safervpn,27257,WEBAIR-INTERNET,1,US,1,1,1,1,78.0
Safervpn,27323,SERVERSTADIUM,1,US,1,1,1,1,78.0
Safervpn,29691,NINE,1,CH,1,1,1,1,78.0
Safervpn,34989,SERVETHEWORLD-AS,1,NO,1,1,1,1,78.0
Safervpn,37153,xneelo,1,ZA,1,1,1,1,78.0
Safervpn,39020,COMVIVE-AS Seville - Spain,1,ES,1,1,1,1,78.0
Safervpn,51430,ALTUS,1,NL,1,1,1,1,78.0
Safervpn,60404,LITESERVER,1,NL,1,1,1,1,78.0
Safervpn,61138,ZAPPIE-HOST-AS Zappie Host,1,US,1,1,1,1,78.0
Safervpn,9009,M247,1,RO,1,1,1,1,78.0
Sentinel dVPN,12735,ASTURKNET,1,TR,1,1,1,1,95.0
Sentinel dVPN,133159,MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd,1,AU,1,1,1,1,95.0
Sentinel dVPN,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,AU,1,1,1,1,95.0
Sentinel dVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,1,1,1,1,95.0
Sentinel dVPN,133800,IDNIC-BIZNETGIO-AS-ID PT Biznet Gio Nusantara,1,ID,1,1,1,1,95.0
Sentinel dVPN,137552,TTSB-AS-AP Terabix,1,MY,1,1,1,1,95.0
Sentinel dVPN,140443,IDNIC-HERZA-AS-ID PT Herza Digital Indonesia,1,ID,1,1,1,1,95.0
Sentinel dVPN,14061,DIGITALOCEAN-ASN,1,US,1,1,1,1,95.0
Sentinel dVPN,142064,VERGETEL1-AS-AP VERGETEL,1,AU,1,1,1,1,95.0
Sentinel dVPN,149440,EVOXTENTERPRISE-AS-AP Evoxt Enterprise,1,MY,1,1,1,1,95.0
Sentinel dVPN,14956,ROUTERHOSTING,1,US,1,1,1,1,95.0
Sentinel dVPN,151407,HNSL-AS-AP Hytron Network Services Limited,1,HK,1,1,1,1,95.0
Sentinel dVPN,152565,JOYSVC-AS-IN JOY SERVICES,1,IN,1,1,1,1,95.0
Sentinel dVPN,154177,LIGHT4-AS-AP LIGHT NODE LIMITED,1,HK,1,1,1,1,95.0
Sentinel dVPN,154376,CLOUDVALLEY-AS-AP Cloudvalley Sdn. Bhd.,1,MY,1,1,1,1,95.0
Sentinel dVPN,16010,MAGTICOMAS Magticom,1,GE,1,1,1,1,95.0
Sentinel dVPN,174,COGENT-174,1,US,1,1,1,1,95.0
Sentinel dVPN,18403,FPT-AS-AP FPT Telecom Company,1,VN,1,1,1,1,95.0
Sentinel dVPN,19318,IS-AS-1,1,US,1,1,1,1,95.0
Sentinel dVPN,197540,NETCUP-AS netcup GmbH,1,DE,1,1,1,1,95.0
Sentinel dVPN,198588,TUNGSTEN,1,CN,1,1,1,1,95.0
Sentinel dVPN,203363,KUROIT Kuroit Limited,1,GB,1,1,1,1,95.0
Sentinel dVPN,203380,DAINTERNATIONALGROUP,1,BG,1,1,1,1,95.0
Sentinel dVPN,203758,AARONSMITH-AS,1,GB,1,1,1,1,95.0
Sentinel dVPN,204044,ONLYSERVERS Dedicated Server Hosting Provider,1,GB,1,1,1,1,95.0
Sentinel dVPN,205090,FIRST-SERVER-EUROPE,1,GB,1,1,1,1,95.0
Sentinel dVPN,207083,HOSTSLIM-GLOBAL-NETWORK,1,EE,1,1,1,1,95.0
Sentinel dVPN,209243,QUICKHOSTUK,1,GB,1,1,1,1,95.0
Sentinel dVPN,209874,TECHTIDE,1,PT,1,1,1,1,95.0
Sentinel dVPN,210429,HIZAKURA-,1,NL,1,1,1,1,95.0
Sentinel dVPN,210634,YESONGIT,1,CN,1,1,1,1,95.0
Sentinel dVPN,211273,-Reserved AS-,1,AE,1,1,1,1,95.0
Sentinel dVPN,212027,PEBBLEHOST,1,GB,1,1,1,1,95.0
Sentinel dVPN,213438,COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers,1,SC,1,1,1,1,95.0
Sentinel dVPN,213791,XENIAHOSTING,1,IT,1,1,1,1,95.0
Sentinel dVPN,213900,RS,1,AL,1,1,1,1,95.0
Sentinel dVPN,214483,FIBERPOWER-AS,1,US,1,1,1,1,95.0
Sentinel dVPN,214640,HOSTUP HOSTUP,1,SE,1,1,1,1,95.0
Sentinel dVPN,214668,AXUSHOST,1,NL,1,1,1,1,95.0
Sentinel dVPN,214970,STREADER,1,NL,1,1,1,1,95.0
Sentinel dVPN,215089,FASTPANDA,1,GB,1,1,1,1,95.0
Sentinel dVPN,215859,HETZNER-CLOUD4-AS,1,DE,1,1,1,1,95.0
Sentinel dVPN,216382,LAYER,1,AE,1,1,1,1,95.0
Sentinel dVPN,24768,ALMOUROLTEC,1,PT,1,1,1,1,95.0
Sentinel dVPN,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,DE,1,1,1,1,95.0
Sentinel dVPN,24971,MASTER-AS Czech Republic  www.master.cz,1,CZ,1,1,1,1,95.0
Sentinel dVPN,26832,RICAWEBSERVICES,1,CA,1,1,1,1,95.0
Sentinel dVPN,270013,J AND J SPA INFOFRACTAL,1,CL,1,1,1,1,95.0
Sentinel dVPN,27879,Informatica y Telecomunicaciones S.A.,1,AR,1,1,1,1,95.0
Sentinel dVPN,29447,TIF-AS Iliad Italia S.p.A,1,FR,1,1,1,1,95.0
Sentinel dVPN,30722,VODAFONE-IT-ASN,1,IT,1,1,1,1,95.0
Sentinel dVPN,3215,France Telecom - Orange,1,FR,1,1,1,1,95.0
